contrast01,contrast11,contrast21,contrast31,contrast02,contrast12,contrast22,contrast32,contrast04,contrast14,contrast24,contrast34,dissimilarity01,dissimilarity11,dissimilarity21,dissimilarity31,dissimilarity02,dissimilarity12,dissimilarity22,dissimilarity32,dissimilarity04,dissimilarity14,dissimilarity24,dissimilarity34,homogeneity01,homogeneity11,homogeneity21,homogeneity31,homogeneity02,homogeneity12,homogeneity22,homogeneity32,homogeneity04,homogeneity14,homogeneity24,homogeneity34,energy01,energy11,energy21,energy31,energy02,energy12,energy22,energy32,energy04,energy14,energy24,energy34,correlation01,correlation11,correlation21,correlation31,correlation02,correlation12,correlation22,correlation32,correlation04,correlation14,correlation24,correlation34,ASM01,ASM11,ASM21,ASM31,ASM02,ASM12,ASM22,ASM32,ASM04,ASM14,ASM24,ASM34,label
0.8777338603425557,0.8895093737534903,0.7526867627785059,0.9186278420422815,1.119251336898396,0.8895093737534903,0.9502645502645503,0.9186278420422815,1.449586776859504,1.3252894406472309,1.2239892183288408,1.3438415399637327,0.5683794466403164,0.5757213136550992,0.5117955439056356,0.5835660151575588,0.6617647058823529,0.5757213136550992,0.5886243386243387,0.5835660151575588,0.7953168044077134,0.7494769144929557,0.6935309973045822,0.7616124982563816,0.7448198921651608,0.7416225933413103,0.7662724888769143,0.7392169851528354,0.7116939361022406,0.7416225933413103,0.7391266159501454,0.7392169851528354,0.6631342376369116,0.6791028945591483,0.7025075507628227,0.6737415884327833,0.3226278515221803,0.32170305452861364,0.3321409678826604,0.32198775141741126,0.30935834654439537,0.32170305452861364,0.3218916906647676,0.32198775141741126,0.2930332567366521,0.3002063876241987,0.3080920308947888,0.2995556716364826,0.7545571467890398,0.7481957611104585,0.7909545071717442,0.7400345110821774,0.6818432971855907,0.7481957611104585,0.7329243923129425,0.7400345110821774,0.5763243672275324,0.6048052748567826,0.6501694702483577,0.5995654181113436,0.10408873057781803,0.10349285529304016,0.11031762254603046,0.10367611206284062,0.09570258657668222,0.10349285529304016,0.10361426051902242,0.10367611206284062,0.08586848955368864,0.09012387517037065,0.09492069950087549,0.08973360040958418,1.0
0.37842827004219404,0.5300466355762825,0.4032894736842105,0.4623584277148568,0.5582264957264957,0.5300466355762825,0.6043882978723404,0.4623584277148568,0.7564418859649122,0.9015500628403855,0.8142663043478261,0.7237815947493367,0.3299050632911393,0.42425049966688877,0.35513157894736846,0.3896069287141905,0.4308226495726496,0.42425049966688877,0.46582446808510636,0.3896069287141905,0.5280975877192983,0.5909789135595588,0.5648097826086956,0.5279988828375924,0.8398017020829753,0.7981432589435098,0.82725,0.8124340635654662,0.7969606876281085,0.7981432589435098,0.7804509844035813,0.8124340635654662,0.7579870827379536,0.7342255467492659,0.7414356064332086,0.7549176313882197,0.502404494758461,0.47798933976927044,0.49050097348134747,0.48487700514388776,0.4787908904425447,0.47798933976927044,0.4658137438710627,0.48487700514388776,0.4652178611467609,0.45756838700442604,0.4524829433646277,0.464553155559313,0.7679574366814813,0.6639441561617442,0.7587033760179461,0.7053948598201836,0.6458309726329804,0.6639441561617442,0.6301579438759064,0.7053948598201836,0.49707357432497884,0.369423899243157,0.4874029885947309,0.4882762612889174,0.25241027635350455,0.22847380893306307,0.24059120498614955,0.23510571011730577,0.22924071677076485,0.22847380893306307,0.21698244397917604,0.23510571011730577,0.2164276583299669,0.20936882878583218,0.20474081403591685,0.21580963434011527,1.0
0.41898285038438793,0.4876404494382023,0.4321481481481481,0.5565543071161048,0.6070574162679426,0.4876404494382023,0.5881381381381382,0.5565543071161048,0.8921358629130967,0.8053849787435049,0.8265432098765431,0.98567154778775,0.3619160260201064,0.4100374531835206,0.3731851851851852,0.4426966292134832,0.46202153110047844,0.4100374531835206,0.4653153153153153,0.4426966292134832,0.5726744186046512,0.5521965044874824,0.5685185185185186,0.6263580538497875,0.824644310710683,0.802566678529666,0.8192618736383442,0.789847102886098,0.7830324860897616,0.802566678529666,0.7794338456103164,0.789847102886098,0.7441916541590743,0.7481014498019696,0.7409331880900509,0.7217118336015779,0.4452357095080355,0.43218211116503935,0.4408188912972698,0.42617499445181056,0.4231100568929171,0.43218211116503935,0.41864209911701317,0.42617499445181056,0.4087031763991163,0.4122304865595448,0.4037405125364453,0.4011688838009275,0.8308307116717775,0.7974410515526439,0.8253745740981814,0.7686591331455133,0.7486281108200158,0.7974410515526439,0.7571092744201372,0.7686591331455133,0.6123650264635457,0.6296354967587057,0.6456087341191616,0.5479445600802967,0.19823483702112377,0.18678137721107044,0.1943212949245542,0.18162512589600077,0.17902212024392755,0.18678137721107044,0.17526120715309906,0.18162512589600077,0.16703828639872717,0.16993397404911903,0.16300640146319154,0.16093647333008207,1.0
0.4468852459016394,0.5761124121779859,0.45918367346938777,0.5941786550685848,0.6699999999999999,0.5761124121779859,0.7106854838709679,0.5941786550685848,0.8986206896551724,0.9538406058420483,0.9782608695652174,1.011539848539488,0.38327868852459024,0.4429575108732018,0.37030941408821594,0.4576781532285046,0.5046666666666667,0.4429575108732018,0.5003360215053764,0.4576781532285046,0.6165517241379311,0.6321673278038226,0.6276297335203366,0.6444284168770285,0.8146750241080036,0.7915533426485348,0.8235933082910584,0.7845748135319703,0.7639049773755654,0.7915533426485348,0.7700130455407969,0.7845748135319703,0.7192850678733032,0.7151026462347818,0.7198488954325931,0.7127894548759613,0.4199950089924973,0.4095803546083697,0.4285630856257992,0.4069847076606978,0.39314345699474357,0.4095803546083697,0.39973454977575557,0.4069847076606978,0.3757355054232589,0.380945943185585,0.3794703748683022,0.37969169994515367,0.7520422817920444,0.666102499242826,0.7421890291915392,0.6556679619652651,0.6197066562195743,0.666102499242826,0.5921772373885139,0.6556679619652651,0.4717629528655701,0.39611589506955397,0.4207720191353878,0.3646647139746696,0.1763958075786079,0.16775606688111788,0.18366631836110608,0.16563655226966364,0.15456177777777777,0.16775606688111788,0.15978771028442598,0.16563655226966364,0.14117717003567182,0.14511981162955495,0.1439977654026898,0.14416578700724061,1.0
0.38231347289318307,0.5543345543345543,0.39077995175556157,0.4900284900284901,0.6375,0.5543345543345543,0.7447154471544716,0.4900284900284901,0.9492753623188406,1.2968283316740155,1.278270509977827,1.0317166832598492,0.33829844337090714,0.43006376339709673,0.3369069954435808,0.4075430742097408,0.4815217391304348,0.43006376339709673,0.5130081300813008,0.4075430742097408,0.6139910813823859,0.7196700327122743,0.6984478935698448,0.6468496657658939,0.8352522812667741,0.7971985112256607,0.8368959591341228,0.8043620867150278,0.7746207948062169,0.7971985112256607,0.7657992127432586,0.8043620867150278,0.725161801278268,0.6933262706134106,0.7036728404016782,0.7132192211479735,0.45078908750134217,0.43350354048446066,0.456651096768911,0.4351090278497111,0.41589356542544315,0.43350354048446066,0.41958926100396504,0.4351090278497111,0.3940725425524935,0.3923534580469915,0.4012387767413378,0.3977810195010155,0.8794030820751194,0.81831083393367,0.8732915968220312,0.8394065438402009,0.7975136947574119,0.81831083393367,0.7493589366124354,0.8394065438402009,0.6964405515676843,0.5372473912895657,0.5365724322087843,0.6295081255190196,0.2032108014102927,0.18792531961256242,0.20853022418024936,0.18931986611632068,0.17296745776228736,0.18792531961256242,0.1760551479498535,0.18931986611632068,0.1552931687937868,0.1539412360414323,0.16099255596088513,0.15822973947526728,1.0
0.390752688172043,0.6556945358788675,0.5816326530612245,0.6951942067149439,0.6076086956521739,0.6556945358788675,1.1566932624113473,0.6951942067149439,0.9784444444444442,1.6296469487958853,2.1820074005550416,1.9284545241992053,0.3408602150537633,0.4647794601711653,0.4244463742943986,0.4845292955892034,0.4571739130434783,0.4647794601711653,0.6469414893617021,0.4845292955892034,0.6033333333333335,0.806640168342296,0.9507400555041627,0.8898760813654433,0.8345287792536369,0.7862513739987311,0.8033032853075764,0.7784300817101033,0.7861330906944717,0.7862513739987311,0.7249661766440553,0.7784300817101033,0.7340315937657116,0.6729843388743938,0.6364585924261063,0.6506596737731811,0.39287173747202725,0.37232376651578614,0.3831453336453861,0.3705522980482354,0.36778792586502657,0.37232376651578614,0.348311614693345,0.3705522980482354,0.3485681469761971,0.3324723350776614,0.31927426516643853,0.3277539119088345,0.9198316592110176,0.860546151806766,0.8781763184299815,0.851809079543376,0.873601052871458,0.860546151806766,0.7500244279876024,0.851809079543376,0.7896216567228274,0.6170199439957771,0.5054154593463891,0.5457585110687021,0.1543482021042895,0.13862498711250162,0.14680034669423422,0.13730900558882828,0.13526795841209827,0.13862498711250162,0.1213209809302852,0.13730900558882828,0.12149975308641972,0.11053785359199274,0.1019360563975693,0.10742262677154404,1.0
1.0225943646996278,1.3581646423751688,1.23315649867374,1.473144399460189,1.7575757575757576,1.3581646423751688,1.7871767241379308,1.473144399460189,2.712682379349046,2.6207792207792213,2.7099555061179084,2.8277056277056274,0.665337586390218,0.7838056680161944,0.7567639257294431,0.8415654520917678,0.8971861471861471,0.7838056680161944,0.9445043103448275,0.8415654520917678,1.154882154882155,1.1379509379509378,1.1982758620689653,1.2305916305916307,0.7017304504920604,0.6628300339469665,0.6680903932846514,0.6398292303698354,0.6305854744090038,0.6628300339469665,0.6082861661493761,0.6398292303698354,0.5605407601486033,0.5639366314660433,0.5408496681391401,0.5313944172595535,0.2542138345275835,0.24427077034343148,0.24376960885714496,0.2365621531185746,0.23360145808057042,0.24427077034343148,0.22921040072682686,0.2365621531185746,0.21572811246639942,0.2195982713445471,0.2142394572438912,0.21325647653866012,0.8385110820718021,0.777906165083736,0.8053046840689105,0.7598074371905283,0.7154917968174416,0.777906165083736,0.7104978351575172,0.7598074371905283,0.5514994291096854,0.5311437989697725,0.5407150644196198,0.4970471713528211,0.0646246736652176,0.05966820924417344,0.059423622202365446,0.05596165228809594,0.0545696412173685,0.05966820924417344,0.052537407801352555,0.05596165228809594,0.04653861850831548,0.04822340077751333,0.045898545040157085,0.04547832478568409,1.0
0.5378540305010893,0.6826843413421707,0.40140845070422526,0.6293841480254074,1.0725000000000002,0.6826843413421707,0.6991758241758241,0.6293841480254074,1.8281250000000002,1.6660751257024546,1.2030542986425337,1.4418811002661935,0.39787581699346397,0.455675227837614,0.3488624052004334,0.46313173156586573,0.5958333333333333,0.455675227837614,0.4870879120879121,0.46313173156586573,0.8061342592592592,0.7343981070689145,0.6549773755656109,0.7391304347826086,0.8146266475418725,0.7926823868633899,0.8307469249888471,0.7847864580795034,0.7441572724308018,0.7926823868633899,0.7765517291196025,0.7847864580795034,0.6830675599241777,0.7059734120530613,0.7206153267884703,0.6936721335917535,0.42220446692557906,0.4054594275199851,0.4246486785721179,0.40122855046566874,0.3834790383313098,0.4054594275199851,0.3957470743928149,0.40122855046566874,0.36711441371251957,0.3745546345642372,0.37383604671857235,0.3713434623062293,0.8730377410731385,0.833713428914786,0.9070594962760514,0.8464919302698879,0.7336912750186325,0.833713428914786,0.8337910041256629,0.8464919302698879,0.4907085291819855,0.5199747539404842,0.699362511670473,0.5851765799065839,0.1782566118919124,0.16439734736483405,0.18032650021304591,0.1609843497087817,0.14705617283950617,0.16439734736483405,0.15661574689047217,0.1609843497087817,0.134772992755487,0.14029117427354929,0.1397533898261706,0.13789596699757792,1.0
0.37108953613807977,0.5427734017219271,0.4724238026124819,0.5268364169261769,0.4943718228031953,0.5427734017219271,0.7316937869822486,0.5268364169261769,0.6161111111111112,0.9431178411958843,1.0090384615384616,0.9466123082896524,0.3416037396619921,0.4398241436160469,0.3958635703918723,0.4367100201502106,0.427196804647785,0.4398241436160469,0.523853550295858,0.4367100201502106,0.49833333333333335,0.6161910308677927,0.6313461538461539,0.6107551931663755,0.8320959451741863,0.790065556567717,0.8096474003244257,0.7904507397390168,0.7928815182852091,0.790065556567717,0.7581975923050148,0.7904507397390168,0.7622903469079939,0.7235208908167899,0.7207386877828056,0.726760783610967,0.46347144114311356,0.44626268254457296,0.45673746217115235,0.4467416369430358,0.44169900706948884,0.44626268254457296,0.43411119014159066,0.4467416369430358,0.42928306584034265,0.4264176678552894,0.42345289238710593,0.42801489849285346,0.7792751501933465,0.641971650700791,0.6939486236356657,0.6529945986252608,0.7027397958496802,0.641971650700791,0.4887258437600196,0.6529945986252608,0.626455489051508,0.2775250044826926,0.2399807377280209,0.2751513692670528,0.2148057767552746,0.1991503818318783,0.20860910935054483,0.19957809017854322,0.19509801284617237,0.1991503818318783,0.1884525254061483,0.19957809017854322,0.18428395061728395,0.1818320274591439,0.17931235207100593,0.18319675333184765,1.0
0.5057878573115994,0.5476559704163187,0.45744931636020747,0.6664678516044377,0.7724772835963652,0.5476559704163187,0.7182142857142856,0.6664678516044377,1.089093137254902,0.9447562040154632,1.0484693877551021,1.2218481107369994,0.3734939759036144,0.39711320529643324,0.33486562942008485,0.4362400095431229,0.4929459588713534,0.39711320529643324,0.45202380952380955,0.4362400095431229,0.6074754901960784,0.5693976805087918,0.5708211856171039,0.6262626262626262,0.8259885429393914,0.8160248358696198,0.8440624171695809,0.8032498246369456,0.7798813444669634,0.8160248358696198,0.7983987744370096,0.8032498246369456,0.7405985658602442,0.7509976847667481,0.7576976228566865,0.7400871468845325,0.4158302968591143,0.409348513869348,0.4277097885680947,0.40368268585229206,0.39064325713444575,0.409348513869348,0.3996131561938053,0.40368268585229206,0.37332784304539324,0.37783677511570707,0.38120005806919016,0.37679003285553603,0.8501798664386887,0.8354225524507166,0.8651515421762548,0.7997330738714801,0.7666526877530097,0.8354225524507166,0.7855965270910968,0.7997330738714801,0.6590550744209276,0.6973016137793464,0.6791346577736739,0.608607971572115,0.17291483578593914,0.16756620580704382,0.18293566323696428,0.16295971085692032,0.1526021543446087,0.16756620580704382,0.1596906746031746,0.16295971085692032,0.13937367839292578,0.1427606286298374,0.14531348427195395,0.14197072885927592,1.0
